run_name,family,variant,status,checkpoint_path,checkpoint_epoch,state_path,log_path,plots_dir,command,seed,path,epochs_requested,epochs_completed,batch_size,lr,step_size,sample,augment,normalize_scene,augment_noise,obs_dropout,k_modes,noise_dim,alpha_kld,kld_anneal_epochs,train_loss_final,train_recon_loss_final,train_kld_loss_final,train_kld_weight_final,val_loss_final,val_test_loss_final,val_recon_loss_final,val_kld_loss_final,val_kld_weight_final,best_val_loss,best_val_test_loss,started_at,ended_at
vae_social_20260417_213622,cvae,social,completed,OUTPUT_BLOCK/output/vae_social_vae_social_20260417_213622.pkl,25,OUTPUT_BLOCK/output/vae_social_vae_social_20260417_213622.pkl.state,OUTPUT_BLOCK/output/vae_social_vae_social_20260417_213622.pkl.log,/NAS/School/CS7643/DL-Final-Project/trajnetpluspluscvae/experiments/20260417_213622/plots/vae_social_20260417_213622,python3 -m trajnetbaselines.vae.trainer --path output --epochs 25 --save_every 5 --batch_size 4 --lr 1e-4 --step_size 10 --sample 1.0 --seed 42 --type social --k 8 --noise_dim 8 --alpha_kld 0.1 --kld_anneal_epochs 10 -o vae_social_20260417_213622 ,42,output,25,25,4,0.0001,10,1.0,False,False,False,False,8,8,0.1,10,-5.18992,-5.58664,3.96715,0.1,1.215,2.485,0.46,7.549,0.1,-2.6,-0.456,"2026-04-17 21:36:24,844","2026-04-19 19:05:18,102"
