run_name,family,variant,status,checkpoint_path,checkpoint_epoch,state_path,log_path,plots_dir,command,seed,path,epochs_requested,epochs_completed,batch_size,lr,step_size,sample,augment,normalize_scene,augment_noise,obs_dropout,k_modes,noise_dim,alpha_kld,kld_anneal_epochs,train_loss_final,train_recon_loss_final,train_kld_loss_final,train_kld_weight_final,val_loss_final,val_test_loss_final,val_recon_loss_final,val_kld_loss_final,val_kld_weight_final,best_val_loss,best_val_test_loss,started_at,ended_at
vae_vanilla_smoke,cvae,vanilla,completed,trajnetpluspluscvae/OUTPUT_BLOCK/output/vae_vanilla_smoke_vanilla.pkl,1,trajnetpluspluscvae/OUTPUT_BLOCK/output/vae_vanilla_smoke_vanilla.pkl.state,trajnetpluspluscvae/OUTPUT_BLOCK/output/vae_vanilla_smoke_vanilla.pkl.log,trajnetpluspluscvae/experiments/script_smoke/plots/vae_vanilla_smoke,python -m trajnetbaselines.vae.trainer ...,42,output,1,1,2,0.001,10,0.02,False,False,False,False,2,4,0.1,0,-0.31781,,,,-0.491,-0.484,,,,-0.491,-0.484,"2026-04-15 16:16:07,303","2026-04-15 16:16:32,482"
